Ticker,Name,Exchange,Price,Price_currency,Shares,Reporting_Currency,Fx_rate,Dividend,Last_fy,TotalAssets,CurrentAssets,CurrentLiabilities,CurrentDebtAndCapitalLeaseObligation,CurrentCapitalLeaseObligation,LongTermDebtAndCapitalLeaseObligation,LongTermCapitalLeaseObligation,TotalEquityGrossMinorityInterest,MinorityInterest,CashAndCashEquivalents,OtherShortTermInvestments,InvestmentProperties,LongTermEquityInvestment,InvestmentinFinancialAssets,NetPPE,TotalRevenue,CostOfRevenue,SellingGeneralAndAdministration,InterestExpense,NetIncomeCommonStockholders
0806.HK,VALUE PARTNERS,HKG,3.11,HKD,1826710016,HKD,1,0.34528085710129486,2021-12-31,4932288000.0,2002346000.0,182527000.0,19158000.0,19158000.0,96197000.0,19122000.0,4649215000.0,0.0,1603645000.0,198277000.0,193495000.0,654635000.0,1838549000.0,218589000.0,1281649000.0,915778000.0,38420000.0,3968000.0,457813000.0
